0, 0
2, 6
13, 7
29, 11
91, 34 
105, 84
125, 129
136, 294
149, 576
156, 694
167, 1224
177, 1459
185, 1830
197, 2210
211, 2705
227, 2766
241, 2963
260, 3177
281, 3423
295, 3538
309, 3686
330, 3900
351, 4162
367, 4301
384, 4408
403, 4608
436, 4806
472, 4807
513, 4808
555, 4808
633, 4809
750, 4810
